State, FIPS,Cases_Per100000,Cases_Per100000_LCI,Cases_Per100000_UCI,Average Annual Count,Recent Trend,Trend_in_5_year,Trend_LCI,Trend_UCI,Counties,SEER,NPCR
North Dakota,38033.0,518.8,395.5,671.9,14.0,stable,-1.7,-18.8,19.0,Golden Valley County,6.0,10.0
Iowa,19027.0,518.8,480.2,559.9,149.0,stable,7.3,-0.2,15.4,Carroll County,7.0,8.0
Kentucky,21225.0,518.7,470.3,570.9,89.0,stable,0.2,-0.8,1.2,Union County,7.0,8.0
Mississippi,28163.0,518.7,482.0,557.5,152.0,stable,-0.6,-4.2,3.1,Yazoo County,6.0,10.0
Kentucky,21163.0,518.2,481.8,556.6,160.0,stable,0.2,-0.9,1.3,Meade County,7.0,8.0
New York,36043.0,518.0,495.9,540.9,448.0,stable,0.0,-0.5,0.5,Herkimer County,7.0,8.0
Pennsylvania,42113.0,518.0,456.0,588.3,59.0,falling,-7.8,-13.9,-1.1,Sullivan County,6.0,10.0
Illinois,17181.0,517.9,477.3,561.4,129.0,stable,-1.7,-12.0,9.9,Union County,6.0,10.0
Iowa,19063.0,517.9,461.6,579.5,70.0,stable,0.1,-0.5,0.8,Emmet County,7.0,8.0
Mississippi,28133.0,517.9,479.8,558.1,144.0,rising,2.3,0.8,3.9,Sunflower County,6.0,10.0
West Virginia,54105.0,517.8,445.3,599.8,41.0,stable,1.1,-25.1,36.4,Wirt County,6.0,10.0
Kentucky,21139.0,517.8,462.7,578.4,70.0,stable,0.5,-0.9,1.9,Livingston County,7.0,8.0
New York,36067.0,517.8,509.2,526.5,2935.0,falling,-1.1,-1.7,-0.5,Onondaga County,7.0,8.0
New York,36001.0,517.8,507.1,528.6,1895.0,stable,0.2,-0.2,0.6,Albany County,7.0,8.0
North Carolina,37157.0,517.7,499.7,536.3,662.0,stable,-0.5,-5.1,4.4,Rockingham County,6.0,10.0
Indiana,18083.0,517.5,487.8,548.6,241.0,stable,-0.7,-9.7,9.1,Knox County,6.0,10.0
New York,36117.0,517.5,498.7,536.8,614.0,stable,0.1,-0.6,0.8,Wayne County,7.0,8.0
New Jersey,34025.0,517.4,510.1,524.8,4054.0,falling,-7.5,-11.8,-3.0,Monmouth County,7.0,8.0
Kentucky,21037.0,517.4,497.6,537.7,543.0,stable,2.8,-2.3,8.2,Campbell County,7.0,8.0
Indiana,18149.0,517.4,480.5,556.5,155.0,stable,-1.6,-8.0,5.3,Starke County,6.0,10.0
North Carolina,37059.0,517.0,490.4,544.9,300.0,stable,-2.5,-7.2,2.4,Davie County,6.0,10.0
Mississippi,28035.0,517.0,494.0,540.9,391.0,stable,-2.8,-5.9,0.3,Forrest County,6.0,10.0
Illinois,17099.0,516.9,500.1,534.2,759.0,stable,0.0,-3.1,3.2,La Salle County,6.0,10.0
Oklahoma,40049.0,516.9,482.8,552.9,180.0,stable,-3.7,-13.3,6.9,Garvin County,6.0,10.0
New York,36039.0,516.9,492.1,542.7,355.0,stable,-0.6,-1.3,0.1,Greene County,7.0,8.0
New York,36015.0,516.8,497.6,536.7,580.0,stable,-0.5,-1.1,0.1,Chemung County,7.0,8.0
Virginia,51790.0,516.6,481.9,553.3,178.0,stable,-0.8,-6.9,5.7,Staunton City,6.0,10.0
South Dakota,46069.0,516.6,378.8,694.0,11.0,stable,-4.3,-15.5,8.5,Hyde County,6.0,10.0
Kentucky,21031.0,516.4,466.9,570.0,84.0,stable,-0.1,-1.5,1.2,Butler County,7.0,8.0
Montana,30095.0,516.2,459.9,578.3,70.0,stable,5.2,-5.4,17.0,Stillwater County,6.0,10.0
New York,36097.0,516.2,476.0,559.2,132.0,stable,-0.2,-1.2,0.7,Schuyler County,7.0,8.0
Michigan,26055.0,516.0,497.2,535.4,610.0,stable,-2.5,-5.7,0.8,Grand Traverse County,6.0,10.0
Kentucky,21075.0,516.0,448.7,591.3,45.0,stable,0.4,-0.9,1.7,Fulton County,7.0,8.0
Alabama,1127.0,515.8,494.0,538.4,447.0,stable,0.2,-2.8,3.2,Walker County,6.0,10.0
West Virginia,54043.0,515.5,477.1,556.3,143.0,stable,2.7,0.0,5.4,Lincoln County,6.0,10.0
Maine,23029.0,515.0,485.5,546.1,256.0,stable,1.5,-6.5,10.1,Washington County,6.0,10.0
Kentucky,21169.0,514.9,459.3,575.7,67.0,stable,0.6,-0.5,1.7,Metcalfe County,7.0,8.0
Indiana,18053.0,514.8,493.3,537.1,459.0,stable,2.1,-3.5,7.9,Grant County,6.0,10.0
Kentucky,21113.0,514.3,487.2,542.6,281.0,stable,-0.1,-0.6,0.5,Jessamine County,7.0,8.0
Virginia,51131.0,514.2,466.4,566.3,102.0,stable,2.7,-3.9,9.8,Northampton County,6.0,10.0
South Dakota,46041.0,514.1,426.1,614.4,25.0,stable,-11.1,-31.9,16.1,Dewey County,6.0,10.0
North Carolina,37151.0,514.0,498.9,529.5,911.0,falling,-1.4,-2.6,-0.2,Randolph County,6.0,10.0
New York,36003.0,513.8,487.6,541.0,310.0,stable,-0.1,-0.7,0.6,Allegany County,7.0,8.0
South Carolina,45023.0,513.4,482.5,545.9,220.0,stable,-1.2,-7.5,5.6,Chester County,6.0,10.0
Montana,30017.0,513.3,463.9,567.1,85.0,stable,-0.6,-4.2,3.2,Custer County,6.0,10.0
New York,36011.0,513.3,493.3,534.0,529.0,stable,2.9,-1.1,7.1,Cayuga County,7.0,8.0
Alabama,1085.0,513.3,459.8,571.8,71.0,rising,11.2,6.3,16.3,Lowndes County,6.0,10.0
Georgia,13239.0,513.1,413.6,634.6,22.0,stable,0.6,-1.9,3.3,Quitman County,7.0,8.0
Kentucky,21205.0,513.1,472.8,555.9,125.0,stable,0.3,-0.7,1.4,Rowan County,7.0,8.0
New York,36057.0,513.0,487.7,539.4,333.0,falling,-0.7,-1.2,-0.1,Montgomery County,7.0,8.0
Georgia,13119.0,512.9,475.7,552.5,150.0,rising,1.4,0.3,2.7,Franklin County,7.0,8.0
Kentucky,21009.0,512.7,485.5,541.1,278.0,stable,0.4,-0.1,0.9,Barren County,7.0,8.0
Kentucky,21073.0,512.7,487.0,539.5,316.0,falling,-0.8,-1.3,-0.2,Franklin County,7.0,8.0
New Jersey,34011.0,512.5,497.3,528.0,891.0,stable,-6.2,-13.9,2.2,Cumberland County,7.0,8.0
Montana,30087.0,512.3,450.6,580.3,54.0,stable,-3.2,-16.6,12.4,Rosebud County,6.0,10.0
Arkansas,5075.0,512.2,469.5,558.0,115.0,rising,10.3,5.4,15.5,Lawrence County,6.0,10.0
Illinois,17183.0,512.1,492.3,532.6,534.0,stable,-1.6,-4.0,0.8,Vermilion County,6.0,10.0
Kentucky,21151.0,512.1,490.8,534.1,455.0,stable,-0.5,-1.1,0.1,Madison County,7.0,8.0
Iowa,19137.0,512.0,459.5,569.3,78.0,stable,0.3,-0.2,0.8,Montgomery County,7.0,8.0
South Dakota,46023.0,511.9,452.2,577.6,60.0,stable,-4.6,-21.6,16.1,Charles Mix County,6.0,10.0
Mississippi,28091.0,511.9,476.8,549.1,165.0,stable,2.5,-0.2,5.3,Marion County,6.0,10.0
Florida,12017.0,511.8,497.9,526.0,1454.0,stable,-2.2,-6.9,2.7,Citrus County,6.0,10.0
South Dakota,46115.0,511.4,442.5,588.7,46.0,stable,6.2,-10.4,25.8,Spink County,6.0,10.0
Georgia,13143.0,511.4,477.4,547.3,175.0,stable,0.8,0.0,1.5,Haralson County,7.0,8.0
Louisiana,22109.0,511.3,493.0,530.3,610.0,rising,0.7,0.2,1.1,Terrebonne Parish,7.0,8.0
Tennessee,47151.0,511.3,472.3,552.7,133.0,stable,-3.2,-8.7,2.7,Scott County,6.0,10.0
Indiana,18159.0,511.2,466.9,558.9,106.0,stable,3.0,-5.8,12.6,Tipton County,6.0,10.0
Georgia,13065.0,511.2,441.0,589.6,41.0,stable,-0.2,-1.9,1.4,Clinch County,7.0,8.0
Tennessee,47043.0,511.0,485.4,537.7,310.0,stable,0.9,-5.1,7.2,Dickson County,6.0,10.0
Kentucky,21187.0,511.0,456.6,570.5,69.0,stable,0.2,-1.0,1.4,Owen County,7.0,8.0
North Carolina,37133.0,511.0,493.6,528.7,689.0,stable,1.5,-0.6,3.5,Onslow County,6.0,10.0
Iowa,19069.0,510.9,457.6,569.1,75.0,rising,1.0,0.4,1.6,Franklin County,7.0,8.0
Kentucky,21013.0,510.8,477.5,546.0,185.0,stable,-0.1,-0.9,0.7,Bell County,7.0,8.0
Tennessee,47013.0,510.8,483.9,538.9,287.0,stable,0.5,-8.3,10.1,Campbell County,6.0,10.0
Tennessee,47169.0,510.7,448.7,579.4,51.0,stable,-1.4,-18.7,19.7,Trousdale County,6.0,10.0
Iowa,19139.0,510.7,482.6,540.1,259.0,stable,0.1,-0.3,0.5,Muscatine County,7.0,8.0
Kentucky,21109.0,510.7,461.3,564.2,84.0,stable,0.5,-1.0,2.0,Jackson County,7.0,8.0
New York,36023.0,510.6,483.7,538.6,286.0,stable,-0.3,-1.0,0.4,Cortland County,7.0,8.0
Iowa,19179.0,510.5,480.9,541.5,236.0,stable,0.2,-0.2,0.5,Wapello County,7.0,8.0
Texas,48281.0,510.4,471.4,552.0,135.0,stable,2.0,-7.0,11.9,Lampasas County,6.0,10.0
South Dakota,46011.0,510.2,473.0,549.5,147.0,stable,-0.7,-10.3,10.0,Brookings County,6.0,10.0
Pennsylvania,42131.0,510.2,477.1,545.1,194.0,stable,-1.9,-10.6,7.8,Wyoming County,6.0,10.0
Tennessee,47153.0,510.1,464.4,559.5,99.0,stable,-1.8,-11.4,8.8,Sequatchie County,6.0,10.0
Texas,48483.0,510.1,435.8,594.0,36.0,stable,-4.3,-14.0,6.5,Wheeler County,6.0,10.0
Florida,12083.0,510.1,501.1,519.1,2985.0,stable,-1.0,-4.8,2.9,Marion County,6.0,10.0
Michigan,26165.0,510.1,479.3,542.4,219.0,stable,-1.3,-4.4,2.0,Wexford County,6.0,10.0
Alabama,1047.0,510.0,481.6,539.7,258.0,stable,0.7,-9.8,12.4,Dallas County,6.0,10.0
Pennsylvania,42101.0,509.9,504.9,515.0,8288.0,falling,-1.5,-2.9,-0.1,Philadelphia County,6.0,10.0
Georgia,13157.0,509.9,485.9,534.8,356.0,stable,0.3,-0.3,1.0,Jackson County,7.0,8.0
South Carolina,45087.0,509.8,477.6,543.8,199.0,stable,3.8,-1.0,8.9,Union County,6.0,10.0
Tennessee,47133.0,509.7,473.4,548.3,156.0,stable,-0.1,-4.9,5.0,Overton County,6.0,10.0
Ohio,39119.0,509.6,490.2,529.6,547.0,stable,-0.3,-4.1,3.6,Muskingum County,6.0,10.0
New York,36059.0,509.4,504.5,514.3,8803.0,falling,-1.0,-1.6,-0.4,Nassau County,7.0,8.0
Georgia,13217.0,509.3,489.4,529.8,522.0,stable,-0.1,-0.6,0.5,Newton County,7.0,8.0
Mississippi,28027.0,509.3,470.7,550.2,136.0,stable,-0.3,-7.7,7.7,Coahoma County,6.0,10.0
Arkansas,5085.0,509.2,486.0,533.3,373.0,stable,-0.3,-3.5,3.1,Lonoke County,6.0,10.0
Georgia,13013.0,509.2,485.5,533.8,366.0,stable,-0.1,-1.0,0.9,Barrow County,7.0,8.0
Missouri,29223.0,509.1,464.7,557.3,107.0,stable,-2.9,-10.0,4.9,Wayne County,6.0,10.0
Tennessee,47021.0,509.0,478.6,541.0,228.0,falling,-4.6,-7.9,-1.3,Cheatham County,6.0,10.0
Wisconsin,55101.0,508.9,495.7,522.3,1188.0,stable,1.5,-1.4,4.5,Racine County,6.0,10.0
Georgia,13233.0,508.8,480.1,538.9,244.0,falling,-1.0,-1.7,-0.3,Polk County,7.0,8.0
Indiana,18139.0,508.8,466.2,554.4,112.0,stable,0.6,-10.2,12.7,Rush County,6.0,10.0
Kentucky,21219.0,508.8,457.3,564.6,74.0,rising,3.2,0.5,6.0,Todd County,7.0,8.0
Montana,30059.0,508.7,399.2,645.9,17.0,stable,-15.7,-31.3,3.3,Meagher County,6.0,10.0
Georgia,13189.0,508.7,469.0,551.0,130.0,stable,1.0,-0.5,2.5,McDuffie County,7.0,8.0
Georgia,13149.0,508.6,456.1,565.9,73.0,stable,0.4,-1.0,1.9,Heard County,7.0,8.0
Virginia,51670.0,508.6,470.1,549.5,134.0,stable,4.0,-1.4,9.8,Hopewell City,6.0,10.0
Virginia,51075.0,508.6,471.7,547.9,160.0,stable,-0.3,-2.8,2.3,Goochland County,6.0,10.0
Pennsylvania,42079.0,508.6,498.8,518.5,2221.0,stable,0.5,-1.2,2.2,Luzerne County,6.0,10.0
Arkansas,5039.0,508.5,448.5,575.0,57.0,stable,2.4,-8.4,14.4,Dallas County,6.0,10.0
Kentucky,21215.0,508.5,463.3,557.1,103.0,stable,-0.1,-1.2,0.9,Spencer County,7.0,8.0
South Dakota,46003.0,508.4,406.2,630.2,19.0,stable,-2.1,-11.7,8.5,Aurora County,6.0,10.0
Georgia,13257.0,508.3,473.7,545.0,172.0,stable,0.2,-0.7,1.1,Stephens County,7.0,8.0
Missouri,29055.0,508.0,472.7,545.4,163.0,stable,1.8,-3.0,6.8,Crawford County,6.0,10.0
Michigan,26163.0,507.9,503.4,512.4,10312.0,falling,-1.4,-2.0,-0.9,Wayne County,7.0,8.0
Arkansas,5145.0,507.8,486.8,529.5,454.0,stable,-0.6,-2.4,1.3,White County,6.0,10.0
Florida,12019.0,507.8,494.3,521.6,1138.0,stable,0.0,-5.7,6.1,Clay County,6.0,10.0
Pennsylvania,42125.0,507.5,495.5,519.8,1467.0,stable,0.7,-1.1,2.6,Washington County,6.0,10.0
New York,36019.0,507.5,487.3,528.3,499.0,stable,-0.4,-1.1,0.2,Clinton County,7.0,8.0
North Carolina,37105.0,507.3,483.5,532.0,355.0,rising,4.2,1.3,7.1,Lee County,6.0,10.0
Iowa,19025.0,507.3,453.7,566.0,75.0,rising,0.7,0.2,1.3,Calhoun County,7.0,8.0
Illinois,17193.0,507.2,463.7,554.2,109.0,stable,2.5,-8.2,14.5,White County,6.0,10.0
New York,36037.0,507.2,484.4,530.9,393.0,stable,-0.6,-1.3,0.1,Genesee County,7.0,8.0
Kentucky,21209.0,507.2,478.5,537.1,249.0,stable,-0.2,-0.9,0.6,Scott County,7.0,8.0
Pennsylvania,42045.0,507.1,499.3,514.9,3422.0,stable,0.7,-1.7,3.2,Delaware County,6.0,10.0
Iowa,19083.0,507.0,466.5,550.5,130.0,stable,0.9,-0.2,2.0,Hardin County,7.0,8.0
Pennsylvania,42081.0,507.0,490.5,524.0,763.0,stable,-0.4,-3.5,2.7,Lycoming County,6.0,10.0
Illinois,17093.0,507.0,486.7,527.9,512.0,stable,-0.6,-4.7,3.8,Kendall County,6.0,10.0
Montana,30069.0,507.0,316.1,815.8,4.0,stable,-21.2,-64.0,72.5,Petroleum County,6.0,10.0
Oklahoma,40025.0,506.9,390.9,648.4,16.0,stable,-4.5,-17.8,11.0,Cimarron County,6.0,10.0
New Jersey,34037.0,506.9,491.6,522.7,909.0,falling,-0.7,-1.1,-0.3,Sussex County,7.0,8.0
Virginia,51530.0,506.9,439.1,582.9,42.0,stable,-3.3,-11.5,5.7,Buena Vista City,6.0,10.0
Mississippi,28113.0,506.7,478.0,536.8,244.0,stable,-3.1,-9.9,4.3,Pike County,6.0,10.0
Louisiana,22115.0,506.7,477.3,537.4,230.0,stable,0.8,-0.1,1.7,Vernon Parish,7.0,8.0
Georgia,13273.0,506.6,448.3,570.9,60.0,falling,-1.5,-2.7,-0.2,Terrell County,7.0,8.0
Arkansas,5117.0,506.6,448.5,570.9,63.0,stable,-1.3,-3.4,0.9,Prairie County,6.0,10.0
Iowa,19057.0,506.6,479.4,535.1,280.0,stable,0.1,-0.3,0.6,Des Moines County,7.0,8.0
Oklahoma,40111.0,506.5,478.1,536.2,252.0,stable,0.2,-6.1,6.9,Okmulgee County,6.0,10.0
North Carolina,37137.0,506.5,461.0,555.9,109.0,stable,-2.3,-15.2,12.7,Pamlico County,6.0,10.0
Missouri,29123.0,506.4,457.6,559.4,83.0,stable,0.4,-8.1,9.7,Madison County,6.0,10.0
Ohio,39131.0,506.3,472.9,541.6,179.0,stable,0.4,-10.9,13.0,Pike County,6.0,10.0
New Jersey,34021.0,506.2,496.5,516.1,2136.0,falling,-7.7,-11.9,-3.2,Mercer County,7.0,8.0
Iowa,19023.0,506.1,461.4,554.3,107.0,stable,-0.3,-0.7,0.2,Butler County,7.0,8.0
Kentucky,21213.0,506.1,463.6,551.6,109.0,falling,-3.4,-6.3,-0.3,Simpson County,7.0,8.0
Montana,30053.0,506.1,469.0,545.8,169.0,stable,0.1,-6.8,7.5,Lincoln County,6.0,10.0
Georgia,13225.0,506.1,470.0,544.3,154.0,stable,-0.1,-1.2,1.0,Peach County,7.0,8.0
Maine,23019.0,506.0,491.5,520.8,988.0,stable,0.5,-2.1,3.2,Penobscot County,6.0,10.0
Tennessee,47121.0,505.8,455.0,561.1,82.0,stable,6.7,-3.5,18.1,Meigs County,6.0,10.0
Iowa,19039.0,505.6,448.4,568.6,60.0,stable,0.7,-0.2,1.6,Clarke County,7.0,8.0
Pennsylvania,42037.0,505.5,483.7,528.2,434.0,stable,-1.8,-3.7,0.0,Columbia County,6.0,10.0
Pennsylvania,42107.0,505.4,491.3,519.9,1030.0,stable,-0.6,-4.3,3.2,Schuylkill County,6.0,10.0
Michigan,26011.0,505.4,463.5,550.7,123.0,stable,2.4,-6.6,12.3,Arenac County,6.0,10.0
New York,36099.0,505.3,475.6,536.5,232.0,stable,-0.3,-0.9,0.2,Seneca County,7.0,8.0
North Dakota,38055.0,505.3,450.9,565.0,73.0,stable,-8.8,-23.9,9.3,McLean County,6.0,10.0
Georgia,13259.0,505.2,429.8,590.7,33.0,stable,1.6,-0.6,3.8,Stewart County,7.0,8.0
New York,36065.0,505.1,493.4,517.0,1522.0,falling,-0.4,-0.7,-0.1,Oneida County,7.0,8.0
Ohio,39117.0,505.0,474.7,536.9,218.0,stable,0.9,-5.6,7.8,Morrow County,6.0,10.0
Oklahoma,40037.0,504.9,483.7,526.8,450.0,stable,-0.2,-8.7,9.0,Creek County,6.0,10.0
Illinois,17041.0,504.8,464.8,547.5,124.0,stable,-1.4,-9.6,7.5,Douglas County,6.0,10.0
Louisiana,22099.0,504.8,479.0,531.7,303.0,stable,-0.1,-1.0,0.8,St. Martin Parish,7.0,8.0
Tennessee,47135.0,504.6,444.4,571.4,56.0,stable,1.2,-17.9,24.8,Perry County,6.0,10.0
West Virginia,54049.0,504.6,481.3,528.8,378.0,stable,-0.9,-4.4,2.7,Marion County,6.0,10.0
Illinois,17151.0,504.6,424.1,598.1,34.0,stable,3.9,-11.9,22.7,Pope County,6.0,10.0
Illinois,17149.0,504.2,461.7,550.0,113.0,stable,6.2,-6.9,21.2,Pike County,6.0,10.0
Illinois,17053.0,504.2,458.0,554.1,94.0,stable,2.4,-8.4,14.5,Ford County,6.0,10.0
Kentucky,21239.0,504.1,468.6,541.7,161.0,falling,-1.2,-2.1,-0.3,Woodford County,7.0,8.0
Rhode Island,44003.0,504.0,490.3,518.0,1103.0,stable,-0.3,-1.8,1.2,Kent County,6.0,10.0
Washington,53027.0,504.0,483.7,524.9,509.0,falling,-0.5,-0.8,-0.2,Grays Harbor County,7.0,8.0
Kentucky,21027.0,503.9,465.0,545.4,135.0,stable,0.1,-0.9,1.2,Breckinridge County,7.0,8.0
Nebraska,31177.0,503.6,464.0,545.9,128.0,stable,-0.4,-12.3,13.1,Washington County,6.0,10.0
Mississippi,28151.0,503.3,476.2,531.7,274.0,stable,-3.0,-8.3,2.5,Washington County,6.0,10.0
Virginia,51097.0,503.3,439.9,574.2,51.0,stable,-3.1,-21.3,19.4,King and Queen County,6.0,10.0
New Hampshire,33015.0,503.2,492.8,513.8,1913.0,stable,-1.1,-3.1,0.9,Rockingham County,6.0,10.0
Mississippi,28013.0,503.1,457.9,551.9,95.0,stable,2.6,-5.2,11.1,Calhoun County,6.0,10.0
Virginia,51135.0,503.1,460.1,549.3,106.0,stable,-0.9,-10.7,9.9,Nottoway County,6.0,10.0
Washington,53035.0,503.1,491.6,514.8,1579.0,stable,-0.2,-0.4,0.0,Kitsap County,7.0,8.0
New York,36123.0,503.0,467.5,540.6,166.0,stable,-0.2,-0.9,0.6,Yates County,7.0,8.0
Nebraska,31099.0,502.9,434.7,579.4,43.0,stable,-1.5,-19.7,20.9,Kearney County,6.0,10.0
Mississippi,28141.0,502.9,464.0,544.4,134.0,stable,4.0,-3.7,12.3,Tishomingo County,6.0,10.0
Kentucky,21123.0,502.7,456.2,552.9,90.0,stable,0.4,-0.6,1.5,Larue County,7.0,8.0
West Virginia,54025.0,502.7,474.3,532.4,261.0,stable,1.8,-6.3,10.5,Greenbrier County,6.0,10.0
Louisiana,22113.0,502.7,478.5,527.7,337.0,stable,-0.3,-1.1,0.6,Vermilion Parish,7.0,8.0
Wisconsin,55099.0,502.5,459.8,548.9,116.0,stable,2.3,-14.7,22.6,Price County,6.0,10.0
Arkansas,5003.0,502.5,465.2,542.1,143.0,rising,5.7,0.1,11.7,Ashley County,6.0,10.0
Pennsylvania,42023.0,502.4,430.2,585.2,41.0,stable,-3.8,-16.5,10.9,Cameron County,6.0,10.0
Indiana,18009.0,502.3,455.3,553.4,89.0,stable,-2.5,-9.8,5.5,Blackford County,6.0,10.0
Kentucky,21045.0,502.3,458.8,549.0,105.0,stable,-0.1,-1.5,1.2,Casey County,7.0,8.0
Illinois,17011.0,502.3,473.1,532.9,241.0,stable,2.9,-6.9,13.7,Bureau County,6.0,10.0
Pennsylvania,42077.0,502.2,492.6,512.0,2180.0,stable,-0.7,-4.6,3.4,Lehigh County,6.0,10.0
Nebraska,31053.0,502.2,473.2,532.6,241.0,stable,1.0,-6.2,8.6,Dodge County,6.0,10.0
Florida,12101.0,502.2,494.6,509.9,3626.0,stable,-2.3,-6.5,2.1,Pasco County,6.0,10.0
Nebraska,31151.0,502.1,453.0,555.3,81.0,stable,-1.3,-10.8,9.1,Saline County,6.0,10.0
Maryland,24025.0,502.1,490.4,514.0,1483.0,stable,0.8,-1.9,3.5,Harford County,6.0,10.0
Tennessee,47173.0,502.0,461.3,545.7,121.0,stable,-3.5,-9.4,2.8,Union County,6.0,10.0
West Virginia,54019.0,501.9,476.4,528.6,312.0,stable,0.3,-6.2,7.4,Fayette County,6.0,10.0
Pennsylvania,42085.0,501.9,485.9,518.4,812.0,stable,1.0,-1.8,3.8,Mercer County,6.0,10.0
North Carolina,37045.0,501.6,483.7,520.1,623.0,stable,1.2,-3.3,6.0,Cleveland County,6.0,10.0
New York,36071.0,501.5,491.5,511.7,1995.0,falling,-0.6,-0.9,-0.3,Orange County,7.0,8.0
New Jersey,34041.0,501.5,484.3,519.1,688.0,stable,-7.3,-14.9,1.0,Warren County,7.0,8.0
Louisiana,22021.0,501.4,446.9,561.1,64.0,stable,-0.5,-2.1,1.0,Caldwell Parish,7.0,8.0
North Dakota,38097.0,501.4,439.9,569.5,53.0,stable,-0.5,-16.4,18.4,Traill County,6.0,10.0
Illinois,17165.0,501.3,466.8,537.9,168.0,stable,-2.1,-8.6,5.0,Saline County,6.0,10.0
Indiana,18021.0,501.3,467.1,537.5,167.0,stable,-1.2,-8.9,7.1,Clay County,6.0,10.0
Wisconsin,55127.0,501.3,483.3,519.9,619.0,stable,-1.5,-3.9,1.0,Walworth County,6.0,10.0
Kentucky,21119.0,501.3,456.8,549.2,100.0,stable,0.4,-0.7,1.4,Knott County,7.0,8.0
New York,36053.0,501.2,480.1,523.1,452.0,stable,-0.4,-1.0,0.2,Madison County,7.0,8.0
Tennessee,47057.0,501.2,465.4,539.2,158.0,stable,0.1,-11.1,12.6,Grainger County,6.0,10.0
North Carolina,37107.0,501.1,478.4,524.7,391.0,stable,0.2,-1.7,2.0,Lenoir County,6.0,10.0
North Carolina,37159.0,501.0,485.8,516.6,862.0,stable,-2.9,-8.8,3.4,Rowan County,6.0,10.0
Louisiana,22103.0,500.8,489.0,512.8,1457.0,falling,-0.5,-1.0,-0.1,St. Tammany Parish,7.0,8.0
Illinois,17179.0,500.8,485.6,516.4,862.0,stable,-0.3,-3.9,3.5,Tazewell County,6.0,10.0
Wisconsin,55075.0,500.6,475.0,527.5,318.0,stable,-0.6,-6.4,5.5,Marinette County,6.0,10.0
Illinois,17123.0,500.6,453.8,551.4,92.0,stable,4.1,-12.3,23.6,Marshall County,6.0,10.0
North Carolina,37165.0,500.6,470.4,532.2,218.0,stable,-6.5,-20.2,9.6,Scotland County,6.0,10.0
Kentucky,21159.0,500.5,448.5,557.1,71.0,stable,0.2,-1.2,1.6,Martin County,7.0,8.0
Wisconsin,55129.0,500.5,459.8,544.4,129.0,stable,-6.4,-14.6,2.5,Washburn County,6.0,10.0
Oklahoma,40059.0,500.5,411.8,603.5,24.0,stable,0.6,-24.7,34.5,Harper County,6.0,10.0
Georgia,13057.0,500.5,487.2,514.0,1180.0,stable,2.0,-1.0,5.1,Cherokee County,7.0,8.0
Virginia,51025.0,500.5,459.5,544.5,118.0,rising,7.0,1.1,13.2,Brunswick County,6.0,10.0
Iowa,19097.0,500.4,462.0,541.4,136.0,stable,0.3,-0.3,0.8,Jackson County,7.0,8.0
Ohio,39167.0,500.4,478.6,523.1,427.0,stable,3.0,-0.3,6.5,Washington County,6.0,10.0
North Carolina,37177.0,500.3,418.5,594.9,28.0,stable,3.8,-23.4,40.7,Tyrrell County,6.0,10.0
Louisiana,22001.0,500.3,476.5,525.0,346.0,stable,-0.2,-0.6,0.3,Acadia Parish,7.0,8.0
Kentucky,21117.0,500.3,485.2,515.7,878.0,stable,2.6,-0.9,6.3,Kenton County,7.0,8.0
Illinois,17013.0,500.2,426.1,584.7,37.0,stable,-0.1,-21.2,26.8,Calhoun County,6.0,10.0
Kentucky,21021.0,500.2,467.9,534.1,189.0,stable,0.2,-0.6,1.1,Boyle County,7.0,8.0
Indiana,18025.0,500.1,447.1,558.1,71.0,stable,-0.9,-10.7,10.0,Crawford County,6.0,10.0
Tennessee,47161.0,500.1,453.7,550.4,91.0,stable,-4.3,-11.9,4.0,Stewart County,6.0,10.0
Texas,48455.0,500.0,456.5,546.9,117.0,stable,5.5,-4.1,16.0,Trinity County,6.0,10.0
Oklahoma,40101.0,500.0,478.4,522.3,423.0,stable,-0.5,-9.0,8.7,Muskogee County,6.0,10.0
Arkansas,5011.0,499.9,449.4,555.0,75.0,stable,-2.6,-15.6,12.4,Bradley County,6.0,10.0
New York,36049.0,499.9,466.1,535.5,172.0,stable,-0.1,-1.2,1.0,Lewis County,7.0,8.0
Iowa,19171.0,499.5,458.3,543.6,119.0,stable,0.1,-0.4,0.6,Tama County,7.0,8.0
Pennsylvania,42039.0,499.4,480.9,518.6,590.0,stable,0.0,-3.2,3.3,Crawford County,6.0,10.0
Iowa,19061.0,499.4,481.0,518.3,589.0,stable,-0.3,-0.5,0.0,Dubuque County,7.0,8.0
Iowa,19129.0,499.3,453.7,548.4,96.0,stable,-0.2,-0.8,0.4,Mills County,7.0,8.0
Missouri,29201.0,499.1,470.7,528.9,242.0,stable,0.4,-4.8,5.8,Scott County,6.0,10.0
Arkansas,5025.0,499.1,441.1,563.2,58.0,stable,7.0,-5.6,21.4,Cleveland County,6.0,10.0
Indiana,18007.0,499.0,440.1,564.1,54.0,stable,-1.4,-7.7,5.3,Benton County,6.0,10.0
Mississippi,28081.0,499.0,478.7,519.9,471.0,stable,-0.8,-4.1,2.7,Lee County,6.0,10.0
Wisconsin,55079.0,499.0,492.6,505.4,4906.0,stable,-0.4,-1.1,0.3,Milwaukee County,6.0,10.0
West Virginia,54087.0,499.0,454.5,547.0,102.0,stable,-4.1,-14.0,7.0,Roane County,6.0,10.0
